Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
CUST-07152,4,31,970228.35,5,5,5,15,Champions
CUST-07153,791,2,8653.1,1,1,1,3,Lost / Hibernating
CUST-07154,71,13,625507.78,4,5,5,14,Champions
CUST-07155,175,6,195679.02000000002,3,4,4,11,Loyal Customers
CUST-07156,58,6,301452.79,4,4,4,12,Loyal Customers
CUST-07157,407,2,7610.18,1,1,1,3,Lost / Hibernating
CUST-07158,188,6,181645.94000000003,3,4,3,10,Loyal Customers
CUST-07159,233,6,435268.55,2,4,5,11,Loyal Customers
CUST-07160,324,5,198606.28999999998,2,3,4,9,Potential Loyalists
CUST-07161,10,30,1155665.18,5,5,5,15,Champions
CUST-07162,14,11,417927.98,5,5,5,15,Champions
CUST-07163,546,3,138299.06,1,2,3,6,At Risk
CUST-07165,224,5,105331.51999999999,2,3,3,8,Potential Loyalists
CUST-07166,40,5,345437.36,4,3,4,11,Loyal Customers
CUST-07167,278,3,60002.46,2,2,2,6,At Risk
CUST-07168,420,5,101411.09,1,3,2,6,At Risk
CUST-07169,199,5,170566.37,2,3,3,8,Potential Loyalists
CUST-07170,62,9,242532.19999999998,4,5,4,13,Champions
CUST-07171,93,26,959555.7999999999,3,5,5,13,Champions
CUST-07172,44,14,251877.94000000003,4,5,4,13,Champions
CUST-07173,540,3,74496.17,1,2,2,5,At Risk
CUST-07174,251,5,120150.95999999999,2,3,3,8,Potential Loyalists
CUST-07175,122,10,520623.66,3,5,5,13,Champions
CUST-07176,423,4,42734.41,1,3,2,6,At Risk
CUST-07177,276,2,75861.93000000001,2,1,2,5,At Risk
CUST-07178,141,8,404977.93,3,4,5,12,Loyal Customers
CUST-07179,52,3,173377.91,4,2,3,9,Potential Loyalists
CUST-07180,221,6,122971.71,2,4,3,9,Potential Loyalists
CUST-07181,63,8,237715.25,4,4,4,12,Loyal Customers
CUST-07182,795,1,887.2,1,1,1,3,Lost / Hibernating
CUST-07183,98,6,56043.38,3,4,2,9,Potential Loyalists
CUST-07184,64,4,74636.9,4,3,2,9,Potential Loyalists
CUST-07185,445,4,89664.54000000001,1,3,2,6,At Risk
CUST-07186,366,5,94832.68000000001,2,3,2,7,Potential Loyalists
CUST-07187,70,29,1058228.16,4,5,5,14,Champions
CUST-07188,464,7,402759.82999999996,1,4,5,10,Loyal Customers
CUST-07189,3,26,601745.24,5,5,5,15,Champions
CUST-07190,40,7,97823.73999999999,4,4,2,10,Loyal Customers
CUST-07191,51,2,2646.1600000000003,4,1,1,6,At Risk
CUST-07192,42,5,543972.63,4,3,5,12,Loyal Customers
CUST-07193,43,6,146251.41,4,4,3,11,Loyal Customers
CUST-07194,361,1,3133.86,2,1,1,4,Lost / Hibernating
CUST-07195,404,1,876.23,1,1,1,3,Lost / Hibernating
CUST-07196,363,6,347402.11,2,4,4,10,Loyal Customers
CUST-07197,56,8,113986.93000000001,4,4,3,11,Loyal Customers
CUST-07198,103,3,17700.64,3,2,1,6,At Risk
CUST-07199,31,21,668136.28,5,5,5,15,Champions
CUST-07200,1,4,95848.91,5,3,2,10,Loyal Customers
CUST-07201,3,13,674647.9199999999,5,5,5,15,Champions
CUST-07202,196,9,741272.55,2,5,5,12,Loyal Customers
CUST-07203,110,4,7638.47,3,3,1,7,Potential Loyalists
CUST-07204,53,11,354411.21,4,5,4,13,Champions
CUST-07205,435,5,113837.22,1,3,3,7,Potential Loyalists
CUST-07206,83,9,376697.37,4,5,5,14,Champions
CUST-07207,25,7,422761.3,5,4,5,14,Champions
CUST-07208,196,6,308526.48,2,4,4,10,Loyal Customers
CUST-07209,136,1,2159.79,3,1,1,5,At Risk
CUST-07210,31,4,36502.1,5,3,1,9,Potential Loyalists
CUST-07212,455,4,147426.62,1,3,3,7,Potential Loyalists
CUST-07213,215,3,66934.18,2,2,2,6,At Risk
CUST-07214,224,10,378916.77,2,5,5,12,Loyal Customers
CUST-07215,132,7,260916.53,3,4,4,11,Loyal Customers
CUST-07216,35,4,460680.66000000003,5,3,5,13,Champions
CUST-07217,1044,1,25704.46,1,1,1,3,Lost / Hibernating
CUST-07219,25,3,36651.240000000005,5,2,1,8,Potential Loyalists
CUST-07220,15,6,284412.46,5,4,4,13,Champions
CUST-07221,194,5,177598.89,2,3,3,8,Potential Loyalists
CUST-07222,23,31,1236266.96,5,5,5,15,Champions
CUST-07223,76,3,259538.86,4,2,4,10,Loyal Customers
CUST-07224,267,2,84101.88,2,1,2,5,At Risk
CUST-07225,47,2,31723.06,4,1,1,6,At Risk
CUST-07227,450,2,16538.23,1,1,1,3,Lost / Hibernating
CUST-07228,625,2,92055.85,1,1,2,4,Lost / Hibernating
CUST-07230,402,2,7559.33,1,1,1,3,Lost / Hibernating
CUST-07231,453,3,65034.55,1,2,2,5,At Risk
CUST-07232,87,3,143776.63,3,2,3,8,Potential Loyalists
CUST-07233,92,5,174576.02000000002,3,3,3,9,Potential Loyalists
CUST-07234,49,1,66354.05,4,1,2,7,Potential Loyalists
CUST-07235,782,3,260175.41,1,2,4,7,Potential Loyalists
CUST-07236,731,2,6063.860000000001,1,1,1,3,Lost / Hibernating
CUST-07237,809,4,54261.66,1,3,2,6,At Risk
CUST-07238,277,3,27357.579999999998,2,2,1,5,At Risk
CUST-07239,929,2,178299.65,1,1,3,5,At Risk
CUST-07240,21,24,697598.11,5,5,5,15,Champions
CUST-07241,347,2,37184.659999999996,2,1,1,4,Lost / Hibernating
CUST-07242,234,2,361567.22,2,1,4,7,Potential Loyalists
CUST-07243,429,1,1391.2,1,1,1,3,Lost / Hibernating
CUST-07244,52,7,87290.14,4,4,2,10,Loyal Customers
CUST-07245,56,9,116055.41,4,5,3,12,Loyal Customers
CUST-07247,42,2,126679.97,4,1,3,8,Potential Loyalists
CUST-07248,15,23,1166407.54,5,5,5,15,Champions
CUST-07249,220,5,137420.34,2,3,3,8,Potential Loyalists
CUST-07250,313,4,148564.6,2,3,3,8,Potential Loyalists
CUST-07251,131,4,293933.67,3,3,4,10,Loyal Customers
CUST-07252,152,3,37706.19,3,2,1,6,At Risk
CUST-07253,68,10,262929.47000000003,4,5,4,13,Champions
CUST-07254,60,9,303992.51999999996,4,5,4,13,Champions
CUST-07255,20,27,801228.0,5,5,5,15,Champions
CUST-07256,125,7,150089.87,3,4,3,10,Loyal Customers
CUST-07257,272,7,426771.7,2,4,5,11,Loyal Customers
CUST-07258,854,2,23465.73,1,1,1,3,Lost / Hibernating
CUST-07259,154,3,79151.37,3,2,2,7,Potential Loyalists
CUST-07260,12,5,120099.0,5,3,3,11,Loyal Customers
CUST-07261,260,4,223617.31,2,3,4,9,Potential Loyalists
CUST-07262,61,8,134331.53,4,4,3,11,Loyal Customers
CUST-07263,1,7,109013.74,5,4,3,12,Loyal Customers
CUST-07264,431,1,7892.91,1,1,1,3,Lost / Hibernating
CUST-07265,93,8,428735.62,3,4,5,12,Loyal Customers
CUST-07266,224,12,547754.39,2,5,5,12,Loyal Customers
CUST-07267,247,3,147756.69,2,2,3,7,Potential Loyalists
CUST-07268,339,4,23545.899999999998,2,3,1,6,At Risk
CUST-07269,141,4,39514.82,3,3,2,8,Potential Loyalists
CUST-07270,17,27,1786656.92,5,5,5,15,Champions
CUST-07271,6,7,211212.66999999998,5,4,4,13,Champions
CUST-07272,500,2,13041.79,1,1,1,3,Lost / Hibernating
CUST-07273,948,2,4654.76,1,1,1,3,Lost / Hibernating
CUST-07274,34,10,107439.78,5,5,3,13,Champions
CUST-07275,79,4,203706.63,4,3,4,11,Loyal Customers
CUST-07276,65,12,1120603.59,4,5,5,14,Champions
CUST-07277,659,3,84563.01999999999,1,2,2,5,At Risk
CUST-07278,152,6,126811.97,3,4,3,10,Loyal Customers
CUST-07279,34,10,489944.25000000006,5,5,5,15,Champions
CUST-07280,4,2,190167.97,5,1,3,9,Potential Loyalists
CUST-07281,355,2,6002.38,2,1,1,4,Lost / Hibernating
CUST-07282,446,3,13960.16,1,2,1,4,Lost / Hibernating
CUST-07283,193,3,12427.46,2,2,1,5,At Risk
CUST-07284,253,2,43650.119999999995,2,1,2,5,At Risk
CUST-07285,67,4,240788.34,4,3,4,11,Loyal Customers
CUST-07286,99,11,141550.68,3,5,3,11,Loyal Customers
CUST-07287,1,2,30768.780000000002,5,1,1,7,Potential Loyalists
CUST-07288,124,9,184768.66,3,5,3,11,Loyal Customers
CUST-07289,2,25,1023002.47,5,5,5,15,Champions
CUST-07290,33,4,40903.18,5,3,2,10,Loyal Customers
CUST-07292,4,6,187464.2,5,4,3,12,Loyal Customers
CUST-07293,201,6,337546.08999999997,2,4,4,10,Loyal Customers
CUST-07294,86,12,397300.06,3,5,5,13,Champions
CUST-07295,172,8,283684.43,3,4,4,11,Loyal Customers
CUST-07296,12,6,144402.12,5,4,3,12,Loyal Customers
CUST-07297,210,7,251929.02,2,4,4,10,Loyal Customers
CUST-07298,214,1,80438.67,2,1,2,5,At Risk
CUST-07299,52,13,360074.5,4,5,4,13,Champions
CUST-07300,985,2,38646.659999999996,1,1,1,3,Lost / Hibernating
CUST-07301,11,15,596918.4,5,5,5,15,Champions
CUST-07302,778,1,16620.33,1,1,1,3,Lost / Hibernating
CUST-07303,256,5,366196.43,2,3,4,9,Potential Loyalists
CUST-07304,13,2,48641.91,5,1,2,8,Potential Loyalists
CUST-07305,58,8,154410.09999999998,4,4,3,11,Loyal Customers
CUST-07306,6,4,43353.0,5,3,2,10,Loyal Customers
CUST-07307,134,5,248663.21,3,3,4,10,Loyal Customers
CUST-07308,58,10,166395.57,4,5,3,12,Loyal Customers
CUST-07309,428,4,32691.64,1,3,1,5,At Risk
CUST-07311,251,7,53948.01,2,4,2,8,Potential Loyalists
CUST-07312,21,6,336551.13,5,4,4,13,Champions
CUST-07313,84,3,554893.76,3,2,5,10,Loyal Customers
CUST-07314,64,4,20721.38,4,3,1,8,Potential Loyalists
CUST-07315,69,8,77207.16,4,4,2,10,Loyal Customers
CUST-07316,510,3,24410.43,1,2,1,4,Lost / Hibernating
CUST-07317,805,1,436725.72,1,1,5,7,Potential Loyalists
CUST-07318,411,2,2635.91,1,1,1,3,Lost / Hibernating
CUST-07319,35,6,130609.53,5,4,3,12,Loyal Customers
CUST-07320,410,3,20995.13,1,2,1,4,Lost / Hibernating
CUST-07321,51,4,172971.68,4,3,3,10,Loyal Customers
CUST-07322,762,2,1981.62,1,1,1,3,Lost / Hibernating
CUST-07323,91,6,216771.96,3,4,4,11,Loyal Customers
CUST-07324,84,13,655430.71,3,5,5,13,Champions
CUST-07325,206,23,1113892.6199999999,2,5,5,12,Loyal Customers
CUST-07326,364,3,10640.869999999999,2,2,1,5,At Risk
CUST-07327,35,12,278695.8,5,5,4,14,Champions
CUST-07328,52,8,298418.95,4,4,4,12,Loyal Customers
CUST-07329,100,4,63307.27,3,3,2,8,Potential Loyalists
CUST-07330,223,4,432419.93,2,3,5,10,Loyal Customers
CUST-07331,2,7,379753.22000000003,5,4,5,14,Champions
CUST-07332,72,7,307254.76,4,4,4,12,Loyal Customers
CUST-07334,289,6,486275.02,2,4,5,11,Loyal Customers
CUST-07335,170,7,268025.99,3,4,4,11,Loyal Customers
CUST-07336,112,7,487001.07,3,4,5,12,Loyal Customers
CUST-07337,30,12,454573.95,5,5,5,15,Champions
CUST-07338,12,4,123410.09,5,3,3,11,Loyal Customers
CUST-07339,236,3,113121.76000000001,2,2,3,7,Potential Loyalists
CUST-07340,121,7,69243.69,3,4,2,9,Potential Loyalists
CUST-07341,320,3,275335.12,2,2,4,8,Potential Loyalists
CUST-07342,50,30,1124961.78,4,5,5,14,Champions
CUST-07343,71,6,503145.33999999997,4,4,5,13,Champions
CUST-07344,21,28,709866.6,5,5,5,15,Champions
CUST-07345,374,3,10043.189999999999,2,2,1,5,At Risk
CUST-07346,240,2,109261.39,2,1,3,6,At Risk
CUST-07347,69,5,232303.94,4,3,4,11,Loyal Customers
CUST-07348,671,2,220378.43,1,1,4,6,At Risk
CUST-07349,153,7,532394.26,3,4,5,12,Loyal Customers
CUST-07350,67,10,295219.7,4,5,4,13,Champions
CUST-07351,157,1,62318.32,3,1,2,6,At Risk
CUST-07352,185,6,247979.27999999997,3,4,4,11,Loyal Customers
CUST-07353,195,7,189862.83000000002,2,4,3,9,Potential Loyalists
CUST-07354,75,8,692583.6799999999,4,4,5,13,Champions
CUST-07356,531,4,53580.55,1,3,2,6,At Risk
CUST-07357,320,7,192095.19,2,4,3,9,Potential Loyalists
CUST-07358,750,5,47500.9,1,3,2,6,At Risk
CUST-07359,447,4,36748.340000000004,1,3,1,5,At Risk
CUST-07360,13,24,715864.64,5,5,5,15,Champions
CUST-07361,77,6,609251.6699999999,4,4,5,13,Champions
CUST-07362,99,6,547320.78,3,4,5,12,Loyal Customers
CUST-07363,39,6,66725.06999999999,4,4,2,10,Loyal Customers
CUST-07365,673,1,29876.53,1,1,1,3,Lost / Hibernating
CUST-07366,174,5,405001.03,3,3,5,11,Loyal Customers
CUST-07367,46,15,441014.01,4,5,5,14,Champions
CUST-07368,45,9,614536.46,4,5,5,14,Champions
CUST-07369,36,8,597933.74,5,4,5,14,Champions
CUST-07370,107,12,455722.54,3,5,5,13,Champions
CUST-07371,61,5,146750.65,4,3,3,10,Loyal Customers
CUST-07372,6,7,55366.34,5,4,2,11,Loyal Customers
CUST-07373,40,6,105955.41,4,4,3,11,Loyal Customers
CUST-07374,435,3,151354.18,1,2,3,6,At Risk
CUST-07375,18,28,1151108.3599999999,5,5,5,15,Champions
CUST-07376,348,2,11662.869999999999,2,1,1,4,Lost / Hibernating
CUST-07377,75,2,90714.62999999999,4,1,2,7,Potential Loyalists
CUST-07378,113,7,143262.64,3,4,3,10,Loyal Customers
CUST-07379,478,4,26914.98,1,3,1,5,At Risk
CUST-07380,786,1,273.68,1,1,1,3,Lost / Hibernating
CUST-07381,81,8,281351.43,4,4,4,12,Loyal Customers
CUST-07382,122,7,236226.81,3,4,4,11,Loyal Customers
CUST-07383,14,7,288229.1,5,4,4,13,Champions
CUST-07384,158,4,48492.55,3,3,2,8,Potential Loyalists
CUST-07385,64,12,390334.07,4,5,5,14,Champions
CUST-07386,525,2,83926.84,1,1,2,4,Lost / Hibernating
CUST-07387,342,5,58535.7,2,3,2,7,Potential Loyalists
CUST-07388,50,4,146370.55,4,3,3,10,Loyal Customers
CUST-07389,5,21,496454.17,5,5,5,15,Champions
CUST-07390,20,32,1019227.4600000001,5,5,5,15,Champions
CUST-07391,97,5,77086.19,3,3,2,8,Potential Loyalists
CUST-07392,68,5,196145.63,4,3,4,11,Loyal Customers
CUST-07393,192,8,94521.47,2,4,2,8,Potential Loyalists
CUST-07394,100,7,28524.78,3,4,1,8,Potential Loyalists
CUST-07395,23,1,971.1,5,1,1,7,Potential Loyalists
CUST-07396,204,3,47482.36,2,2,2,6,At Risk
CUST-07397,110,11,237648.46,3,5,4,12,Loyal Customers
CUST-07398,280,3,60609.520000000004,2,2,2,6,At Risk
CUST-07399,195,11,721724.37,2,5,5,12,Loyal Customers
CUST-07400,104,15,662020.96,3,5,5,13,Champions
CUST-07401,95,9,103343.43,3,5,3,11,Loyal Customers
CUST-07402,7,5,130740.96,5,3,3,11,Loyal Customers
CUST-07403,16,10,211930.17,5,5,4,14,Champions
CUST-07404,83,14,771227.18,4,5,5,14,Champions
CUST-07405,221,13,405458.59,2,5,5,12,Loyal Customers
CUST-07406,271,1,11378.57,2,1,1,4,Lost / Hibernating
CUST-07407,52,8,89329.22,4,4,2,10,Loyal Customers
CUST-07408,15,6,68328.14,5,4,2,11,Loyal Customers
CUST-07409,141,7,519095.77,3,4,5,12,Loyal Customers
CUST-07410,67,5,252734.21,4,3,4,11,Loyal Customers
CUST-07411,333,1,19803.74,2,1,1,4,Lost / Hibernating
CUST-07412,201,3,207275.16999999998,2,2,4,8,Potential Loyalists
CUST-07413,233,7,263393.19,2,4,4,10,Loyal Customers
CUST-07414,39,3,36277.92,4,2,1,7,Potential Loyalists
CUST-07415,45,8,101530.56000000001,4,4,2,10,Loyal Customers
CUST-07416,13,6,217396.85,5,4,4,13,Champions
CUST-07417,769,2,21948.02,1,1,1,3,Lost / Hibernating
CUST-07418,61,4,234962.16,4,3,4,11,Loyal Customers
CUST-07419,84,3,33506.35,3,2,1,6,At Risk
CUST-07420,60,2,198928.69,4,1,4,9,Potential Loyalists
CUST-07421,10,3,110887.86,5,2,3,10,Loyal Customers
CUST-07422,39,5,91904.34999999999,4,3,2,9,Potential Loyalists
CUST-07423,401,4,200335.65999999997,1,3,4,8,Potential Loyalists
CUST-07424,90,6,175283.87,3,4,3,10,Loyal Customers
CUST-07425,48,23,908732.11,4,5,5,14,Champions
CUST-07426,71,8,128083.17,4,4,3,11,Loyal Customers
CUST-07427,694,2,83026.29,1,1,2,4,Lost / Hibernating
CUST-07428,523,6,586148.9500000001,1,4,5,10,Loyal Customers
CUST-07429,92,9,339956.46,3,5,4,12,Loyal Customers
CUST-07430,162,6,70809.34,3,4,2,9,Potential Loyalists
CUST-07431,11,5,220467.09,5,3,4,12,Loyal Customers
CUST-07432,283,4,50531.56,2,3,2,7,Potential Loyalists
CUST-07433,29,15,472680.76,5,5,5,15,Champions
CUST-07434,743,1,8736.52,1,1,1,3,Lost / Hibernating
CUST-07435,74,4,21407.55,4,3,1,8,Potential Loyalists
CUST-07436,603,2,205616.13,1,1,4,6,At Risk
CUST-07437,480,2,45675.29,1,1,2,4,Lost / Hibernating
CUST-07438,125,5,546798.15,3,3,5,11,Loyal Customers
CUST-07439,300,2,32606.17,2,1,1,4,Lost / Hibernating
CUST-07440,303,3,150283.75,2,2,3,7,Potential Loyalists
CUST-07441,46,2,79130.06999999999,4,1,2,7,Potential Loyalists
CUST-07442,87,3,162166.16999999998,3,2,3,8,Potential Loyalists
CUST-07443,15,7,208883.71999999997,5,4,4,13,Champions
CUST-07444,52,14,296350.9,4,5,4,13,Champions
CUST-07445,44,10,410528.24,4,5,5,14,Champions
CUST-07446,14,10,202770.36,5,5,4,14,Champions
CUST-07447,20,7,124275.29000000001,5,4,3,12,Loyal Customers
CUST-07448,134,8,200545.41,3,4,4,11,Loyal Customers
CUST-07449,79,3,89000.97,4,2,2,8,Potential Loyalists
CUST-07450,623,2,10083.23,1,1,1,3,Lost / Hibernating
CUST-07451,96,7,76327.64,3,4,2,9,Potential Loyalists
CUST-07452,21,33,1406559.66,5,5,5,15,Champions
CUST-07453,454,2,92754.12999999999,1,1,2,4,Lost / Hibernating
CUST-07454,7,3,61637.590000000004,5,2,2,9,Potential Loyalists
CUST-07455,290,2,158116.72,2,1,3,6,At Risk
CUST-07456,82,9,51243.24,4,5,2,11,Loyal Customers
CUST-07457,198,4,77878.44,2,3,2,7,Potential Loyalists
CUST-07458,45,6,156019.64,4,4,3,11,Loyal Customers
CUST-07459,6,6,282282.7,5,4,4,13,Champions
CUST-07460,27,13,335786.9,5,5,4,14,Champions
CUST-07461,41,3,4717.56,4,2,1,7,Potential Loyalists
CUST-07462,102,2,20264.78,3,1,1,5,At Risk
CUST-07463,339,4,105860.96,2,3,3,8,Potential Loyalists
CUST-07464,33,8,236342.39,5,4,4,13,Champions
CUST-07465,101,2,322502.49,3,1,4,8,Potential Loyalists
CUST-07466,545,3,109048.14,1,2,3,6,At Risk
CUST-07467,597,1,66081.94,1,1,2,4,Lost / Hibernating
CUST-07468,113,5,137097.7,3,3,3,9,Potential Loyalists
CUST-07469,49,3,29259.86,4,2,1,7,Potential Loyalists
CUST-07470,68,7,198606.94999999998,4,4,4,12,Loyal Customers
CUST-07471,139,2,11970.4,3,1,1,5,At Risk
CUST-07472,866,1,828.83,1,1,1,3,Lost / Hibernating
CUST-07473,778,1,10781.85,1,1,1,3,Lost / Hibernating
CUST-07474,9,4,228871.54,5,3,4,12,Loyal Customers
CUST-07475,25,15,321639.55,5,5,4,14,Champions
CUST-07476,704,1,33695.2,1,1,1,3,Lost / Hibernating
CUST-07477,70,27,813215.1900000001,4,5,5,14,Champions
CUST-07478,567,3,37898.76,1,2,1,4,Lost / Hibernating
CUST-07479,17,2,258975.51,5,1,4,10,Loyal Customers
CUST-07480,85,6,370382.48,3,4,4,11,Loyal Customers
CUST-07481,42,3,24644.440000000002,4,2,1,7,Potential Loyalists
CUST-07482,197,15,744535.12,2,5,5,12,Loyal Customers
CUST-07483,35,5,165960.62999999998,5,3,3,11,Loyal Customers
CUST-07484,85,6,21091.04,3,4,1,8,Potential Loyalists
CUST-07485,103,4,168650.66,3,3,3,9,Potential Loyalists
CUST-07486,38,3,296388.68,4,2,4,10,Loyal Customers
CUST-07487,142,7,233149.54,3,4,4,11,Loyal Customers
CUST-07488,614,3,52854.759999999995,1,2,2,5,At Risk
CUST-07489,7,2,37303.06,5,1,1,7,Potential Loyalists
CUST-07490,80,3,115634.2,4,2,3,9,Potential Loyalists
CUST-07491,231,4,161175.24,2,3,3,8,Potential Loyalists
CUST-07492,81,2,86327.23,4,1,2,7,Potential Loyalists
CUST-07493,23,31,708570.9400000001,5,5,5,15,Champions
CUST-07494,16,6,308818.66000000003,5,4,4,13,Champions
CUST-07495,29,18,638275.06,5,5,5,15,Champions
CUST-07496,260,4,68037.54000000001,2,3,2,7,Potential Loyalists
CUST-07497,59,4,359022.77,4,3,4,11,Loyal Customers
CUST-07498,46,6,81441.63,4,4,2,10,Loyal Customers
CUST-07499,34,12,74839.63,5,5,2,12,Loyal Customers
CUST-07500,172,4,34452.82,3,3,1,7,Potential Loyalists
CUST-07501,108,3,400738.45,3,2,5,10,Loyal Customers
CUST-07502,404,2,45975.65,1,1,2,4,Lost / Hibernating
CUST-07503,220,1,62410.72,2,1,2,5,At Risk
CUST-07504,52,5,126626.34,4,3,3,10,Loyal Customers
CUST-07505,117,4,115710.13,3,3,3,9,Potential Loyalists
CUST-07506,105,3,213897.94,3,2,4,9,Potential Loyalists
CUST-07508,136,5,127215.44,3,3,3,9,Potential Loyalists
CUST-07509,34,28,934392.78,5,5,5,15,Champions
CUST-07510,53,16,479524.24,4,5,5,14,Champions
CUST-07511,17,10,929903.48,5,5,5,15,Champions
CUST-07512,49,30,704222.34,4,5,5,14,Champions
CUST-07513,112,3,50887.07,3,2,2,7,Potential Loyalists
CUST-07514,359,4,39013.520000000004,2,3,1,6,At Risk
CUST-07515,129,3,1332.28,3,2,1,6,At Risk
CUST-07516,151,3,69358.6,3,2,2,7,Potential Loyalists
CUST-07517,40,13,590670.17,4,5,5,14,Champions
CUST-07518,337,5,81550.45000000001,2,3,2,7,Potential Loyalists
CUST-07519,15,8,147901.41999999998,5,4,3,12,Loyal Customers
CUST-07520,65,12,468702.42,4,5,5,14,Champions
CUST-07521,26,27,545743.41,5,5,5,15,Champions
CUST-07522,143,6,59266.75,3,4,2,9,Potential Loyalists
CUST-07523,184,3,130785.64,3,2,3,8,Potential Loyalists
CUST-07524,73,28,960737.9099999999,4,5,5,14,Champions
CUST-07525,68,5,60394.72,4,3,2,9,Potential Loyalists
CUST-07526,92,9,495706.44,3,5,5,13,Champions
CUST-07527,440,4,166339.77000000002,1,3,3,7,Potential Loyalists
CUST-07528,298,2,26607.36,2,1,1,4,Lost / Hibernating
CUST-07529,21,9,171521.16,5,5,3,13,Champions
CUST-07530,32,8,288355.32,5,4,4,13,Champions
CUST-07531,47,8,160856.58,4,4,3,11,Loyal Customers
CUST-07532,47,4,133237.16,4,3,3,10,Loyal Customers
CUST-07533,170,3,347432.9,3,2,4,9,Potential Loyalists
CUST-07534,198,5,138834.32,2,3,3,8,Potential Loyalists
CUST-07535,618,3,34396.82,1,2,1,4,Lost / Hibernating
CUST-07536,80,2,25152.75,4,1,1,6,At Risk
CUST-07537,872,2,125078.32999999999,1,1,3,5,At Risk
CUST-07538,7,7,209337.57,5,4,4,13,Champions
CUST-07539,418,2,16196.31,1,1,1,3,Lost / Hibernating
CUST-07540,319,2,7889.92,2,1,1,4,Lost / Hibernating
CUST-07541,960,1,93882.94,1,1,2,4,Lost / Hibernating
CUST-07542,63,3,21805.21,4,2,1,7,Potential Loyalists
CUST-07543,647,2,5740.99,1,1,1,3,Lost / Hibernating
CUST-07544,23,29,1095831.1,5,5,5,15,Champions
CUST-07545,126,4,103656.04000000001,3,3,3,9,Potential Loyalists
CUST-07546,103,8,168222.07,3,4,3,10,Loyal Customers
CUST-07547,85,4,335821.93,3,3,4,10,Loyal Customers
CUST-07548,17,21,535497.41,5,5,5,15,Champions
CUST-07549,89,3,49885.060000000005,3,2,2,7,Potential Loyalists
CUST-07550,64,5,73116.42,4,3,2,9,Potential Loyalists
CUST-07551,40,7,149988.2,4,4,3,11,Loyal Customers
CUST-07552,359,2,281552.29,2,1,4,7,Potential Loyalists
CUST-07553,720,6,192107.81,1,4,3,8,Potential Loyalists
CUST-07554,195,5,456649.38,2,3,5,10,Loyal Customers
CUST-07555,383,2,86495.97,1,1,2,4,Lost / Hibernating
CUST-07556,17,16,753425.2000000001,5,5,5,15,Champions
CUST-07557,107,12,520966.0,3,5,5,13,Champions
CUST-07558,469,3,44087.53,1,2,2,5,At Risk
CUST-07559,46,4,478108.11,4,3,5,12,Loyal Customers
CUST-07560,399,3,252420.33000000002,1,2,4,7,Potential Loyalists
CUST-07561,8,2,42562.29,5,1,2,8,Potential Loyalists
CUST-07562,114,4,81467.91,3,3,2,8,Potential Loyalists
CUST-07563,237,5,155779.68,2,3,3,8,Potential Loyalists
CUST-07564,549,2,9726.52,1,1,1,3,Lost / Hibernating
CUST-07565,10,5,352697.68,5,3,4,12,Loyal Customers
CUST-07566,166,8,261652.83000000002,3,4,4,11,Loyal Customers
CUST-07567,30,9,488786.04,5,5,5,15,Champions
CUST-07568,49,8,269035.65,4,4,4,12,Loyal Customers
CUST-07569,320,4,232307.28,2,3,4,9,Potential Loyalists
CUST-07570,875,1,1419.52,1,1,1,3,Lost / Hibernating
CUST-07571,77,3,335378.72000000003,4,2,4,10,Loyal Customers
CUST-07572,911,1,44743.97,1,1,2,4,Lost / Hibernating
CUST-07573,297,5,241764.0,2,3,4,9,Potential Loyalists
CUST-07574,106,10,371208.04,3,5,4,12,Loyal Customers
CUST-07575,84,3,298660.49,3,2,4,9,Potential Loyalists
CUST-07576,69,6,83835.23,4,4,2,10,Loyal Customers
CUST-07577,38,6,123157.17,4,4,3,11,Loyal Customers
CUST-07578,55,3,35070.7,4,2,1,7,Potential Loyalists
CUST-07579,40,23,1125186.93,4,5,5,14,Champions
CUST-07580,3,30,918872.22,5,5,5,15,Champions
CUST-07581,21,9,502175.44,5,5,5,15,Champions
CUST-07582,51,7,158848.56,4,4,3,11,Loyal Customers
CUST-07583,109,8,777674.19,3,4,5,12,Loyal Customers
CUST-07584,76,6,133580.21,4,4,3,11,Loyal Customers
CUST-07586,113,5,90899.14,3,3,2,8,Potential Loyalists
CUST-07587,9,22,606948.14,5,5,5,15,Champions
CUST-07588,364,5,354656.96,2,3,4,9,Potential Loyalists
CUST-07589,76,9,752223.17,4,5,5,14,Champions
CUST-07590,173,8,525070.89,3,4,5,12,Loyal Customers
CUST-07591,646,3,62832.09999999999,1,2,2,5,At Risk
CUST-07592,37,9,289742.51999999996,4,5,4,13,Champions
CUST-07593,125,9,797776.12,3,5,5,13,Champions
CUST-07594,25,27,1354903.82,5,5,5,15,Champions
CUST-07595,754,1,74474.7,1,1,2,4,Lost / Hibernating
CUST-07596,265,5,253497.25,2,3,4,9,Potential Loyalists
CUST-07597,405,4,42960.159999999996,1,3,2,6,At Risk
CUST-07598,64,10,360843.92,4,5,4,13,Champions
CUST-07599,75,6,603970.44,4,4,5,13,Champions
CUST-07600,90,3,107580.38,3,2,3,8,Potential Loyalists
CUST-07601,296,2,113501.33,2,1,3,6,At Risk
CUST-07602,138,20,415759.72,3,5,5,13,Champions
